streaming_log,FTW,Mok2011QoE,Liu2012QoE,Xue2014QoE,Yin2015QoE,Spiteri2016QoE,Bentaleb2016QoE,SQI,P1203,VideoATLAS,KSQI
1329.csv,5.2,9019.87,67.026,0.351,3651.808,4.309,96.542,96.714,-0.774,81.113,96.714
1330.csv,5.2,9019.87,14.486,0.34,706.282,2.767,59.318,60.429,0.493,55.111,59.343
1331.csv,5.2,9019.87,30.269,0.344,1681.29,3.551,83.176,84.143,-0.221,74.673,82.726
1332.csv,5.2,9019.87,20.327,0.342,995.779,3.093,67.832,69.143,0.328,62.6,68.146
1333.csv,5.2,9019.87,42.418,0.347,2224.048,3.892,98.333,98.429,-0.732,81.625,98.429
1334.csv,5.2,9019.87,67.026,0.351,3651.808,4.309,99.39,99.429,-0.965,81.88,99.429
1335.csv,5.2,9019.87,71.017,0.353,4084.277,4.371,100.0,100.0,-1.039,82.012,100.0
1336.csv,5.2,9019.87,54.697,0.349,2560.946,4.095,99.085,99.143,-0.795,81.811,99.143
1337.csv,5.2,9019.87,63.19,0.351,3399.547,4.232,99.247,99.286,-0.916,81.846,99.286
1338.csv,5.2,9019.87,59.337,0.35,2866.095,4.185,99.085,99.143,-0.846,81.811,99.143
1339.csv,5.2,9019.87,13.86,0.339,808.576,2.709,72.035,72.714,0.408,65.698,72.42
1340.csv,5.2,9019.87,27.619,0.344,1394.075,3.467,88.405,89.286,-0.041,77.849,87.869
1341.csv,5.2,9019.87,16.23,0.34,795.858,2.871,74.129,75.0,0.417,67.639,74.361
1342.csv,5.2,9019.87,50.5,0.35,3052.155,4.016,84.655,85.143,0.028,75.343,84.524
1343.csv,5.2,9019.87,93.456,0.355,4895.828,4.674,93.913,94.143,-0.633,80.173,93.799
1344.csv,5.2,9019.87,133.727,0.357,7696.959,5.0,97.752,97.857,-0.901,81.465,97.857
1345.csv,4.714,6565.719,70.888,0.351,4060.817,4.355,91.316,91.897,-0.329,70.024,91.799
1346.csv,5.2,9019.87,81.094,0.353,4308.403,4.503,91.36,91.714,-0.382,79.098,91.37
1347.csv,5.2,9019.87,67.026,0.351,3651.808,4.309,89.989,90.286,-0.322,78.384,89.941
1348.csv,5.2,9019.87,14.486,0.34,706.282,2.767,49.071,50.143,0.967,47.449,49.519
1349.csv,5.2,9019.87,28.525,0.344,1492.219,3.479,69.756,71.0,0.453,64.218,69.564
1350.csv,5.2,9019.87,19.65,0.343,963.147,3.008,56.385,57.571,0.743,52.802,56.877
